"b_player_position_MF2","b_player_position_MF3","b_player_position_MF4","b_player_position_MF5","b_player_position_MF6","b_player_position_ST2","b_player_position_ST3","b_player_position_ST4","b_player_position_ST5","b_player_position_ST6","b_foot_R2","b_foot_R3","b_foot_R4","b_foot_R5","b_foot_R6","b_greak_gk_yes2","b_greak_gk_yes3","b_greak_gk_yes4","b_greak_gk_yes5","b_greak_gk_yes6","b_location_A2","b_location_A3","b_location_A4","b_location_A5","b_location_A6","b_location_H2","b_location_H3","b_location_H4","b_location_H5","b_location_H6","b_round_Final2","b_round_Final3","b_round_Final4","b_round_Final5","b_round_Final6","b_round_Group2","b_round_Group3","b_round_Group4","b_round_Group5","b_round_Group6","b_round_KO2","b_round_KO3","b_round_KO4","b_round_KO5","b_round_KO6","b_round_match_place_32","b_round_match_place_33","b_round_match_place_34","b_round_match_place_35","b_round_match_place_36","b_round_Quarter-Final2","b_round_Quarter-Final3","b_round_Quarter-Final4","b_round_Quarter-Final5","b_round_Quarter-Final6","b_round_Semi-Final2","b_round_Semi-Final3","b_round_Semi-Final4","b_round_Semi-Final5","b_round_Semi-Final6","b_competition_grouped_Copa_America2","b_competition_grouped_Copa_America3","b_competition_grouped_Copa_America4","b_competition_grouped_Copa_America5","b_competition_grouped_Copa_America6","b_competition_grouped_Cup2","b_competition_grouped_Cup3","b_competition_grouped_Cup4","b_competition_grouped_Cup5","b_competition_grouped_Cup6","b_competition_grouped_EL2","b_competition_grouped_EL3","b_competition_grouped_EL4","b_competition_grouped_EL5","b_competition_grouped_EL6","b_competition_grouped_EM2","b_competition_grouped_EM3","b_competition_grouped_EM4","b_competition_grouped_EM5","b_competition_grouped_EM6","b_competition_grouped_League2","b_competition_grouped_League3","b_competition_grouped_League4","b_competition_grouped_League5","b_competition_grouped_League6","b_competition_grouped_NL2","b_competition_grouped_NL3","b_competition_grouped_NL4","b_competition_grouped_NL5","b_competition_grouped_NL6","b_competition_grouped_Qualification2","b_competition_grouped_Qualification3","b_competition_grouped_Qualification4","b_competition_grouped_Qualification5","b_competition_grouped_Qualification6","b_competition_grouped_UCL2","b_competition_grouped_UCL3","b_competition_grouped_UCL4","b_competition_grouped_UCL5","b_competition_grouped_UCL6","b_competition_grouped_WM2","b_competition_grouped_WM3","b_competition_grouped_WM4","b_competition_grouped_WM5","b_competition_grouped_WM6","b_competition_grouped_WMCUP2","b_competition_grouped_WMCUP3","b_competition_grouped_WMCUP4","b_competition_grouped_WMCUP5","b_competition_grouped_WMCUP6","b_asc_TC","b_asc_TR","b_asc_BL","b_asc_BC","b_asc_BR","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4224.96882843975
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4224.96882843975
-0.128533333190717,-0.0949333334574476,0.197866666712798,-0.0965333325439133,0.17226666532224,-0.257333334593568,-0.178933334245812,0.509066665836144,-0.228533333574887,0.339466666628141,-0.29519999952754,-0.267999999050517,0.653600000077859,-0.279199999931734,0.359199999365956,-0.0648000001092442,-0.0471999999717809,0.114399999438319,-0.0535999992280267,0.106399999640416,-0.141866666672286,-0.113066667108797,0.269333332835231,-0.119466667820234,0.208533332624938,-0.199733334011398,-0.140533332887571,0.392266667040531,-0.193333334755153,0.280266665504314,-0.0207999997655861,-0.0127999999676831,0.0367999993613921,-0.0224000003072433,0.0287999995634891,-0.136799999745563,-0.0487999990582466,0.195999999414198,-0.0952000002143905,0.130400000489317,-0.000266666756942868,-0.000266666756942868,0.00133333378471434,-0.000266666756942868,-0.000266666756942868,-0.000800000270828605,0.000800000270828605,0.000800000270828605,0.000800000270828605,-0.000800000270828605,-0.0333333329763264,-0.0269333337200806,0.0562666667974554,-0.0333333329763264,0.0466666664578952,-0.010133333853446,-0.00693333277013153,0.0394666654756293,-0.0197333341930062,0.00906666682567448,-0.00586666719755158,0.00373333314200863,0.000533333513885737,-0.00426666665589437,0.00853333331178874,-0.0656000003800728,-0.0367999993613921,0.103999998827931,-0.0656000003800728,0.0815999999758788,-0.0213333332794719,-0.0117333329399116,0.0458666661870666,-0.0133333334815688,0.00906666682567448,-0.0272000004770234,-0.015999999595806,0.047999998787418,-0.0272000004770234,0.0272000004770234,-0.203199998941273,-0.180800000089221,0.420799999847077,-0.192000000970438,0.334399999701418,-0.0031999996281229,-0.00159999908646569,0.00640000071143732,-0.0031999996281229,0.0031999996281229,-0.0199999994947575,-0.00240000081248581,0.0344000000040978,-0.0151999993249774,0.0167999998666346,-0.0237333340919577,-0.018933332466986,0.0418666677433066,-0.0221333335503005,0.0482666669995524,-0.0383999999030493,-0.0127999999676831,0.0495999993290752,-0.0192000006791204,0.023999999393709,-0.000533333513885737,-0.000533333513885737,0.00266666756942868,-0.000533333513885737,-0.000533333513885737,-0.417600000218954,-0.289600000542123,0.775999999314081,-0.371200000518002,0.559999998949934,-3940.3176736921
-0.13636926557317,-0.0964997635124923,0.185990397252081,-0.0978168540012354,0.1919953621463,-0.270117269211062,-0.176348856218499,0.49310290913509,-0.235624092166453,0.38055686482132,-0.30531709925183,-0.274291663250618,0.636798544229255,-0.286622008913161,0.396795865012207,-0.0677655281481711,-0.0468722046843227,0.108083203422774,-0.054322895624386,0.12024491490447,-0.148677521814035,-0.114649412156167,0.259758185350642,-0.121815499933632,0.234090357262418,-0.208418316815949,-0.137715765664041,0.376448802016062,-0.20108723408192,0.31416678308836,-0.0223532237304527,-0.0128226419790928,0.0370707653880724,-0.0243837885894628,0.032363684612503,-0.145831418166486,-0.039870931913731,0.180456214713964,-0.0956180458537748,0.142076007103456,-0.000293922421427866,-0.000295105865132058,0.00153210307606375,-0.000294289232888786,-0.000347218518861342,-0.00089609889841191,0.00104845082302864,0.000772067361206073,0.00105222307320549,-0.00104815888821915,-0.0354056302142776,-0.0279409966995408,0.0547337049843196,-0.0355345049901689,0.0522273518219399,-0.00962074467406078,-0.00588903969163647,0.0406588484174719,-0.0213797069843922,0.0087566844137054,-0.00658496360483909,0.00506987136398972,-0.000772443490160063,-0.00465307514189098,0.00986054645231811,-0.0689283221614553,-0.0344811143329579,0.0962173900747737,-0.0691562638885268,0.0902545506419098,-0.0235995803984765,-0.0120471334080379,0.0492240713012399,-0.0139064792023722,0.00913853103144869,-0.0291328947970261,-0.0157741029965923,0.0479476805585902,-0.0292445552344487,0.0295918204306247,-0.211251641611229,-0.185184576351997,0.406891662459865,-0.198048984171088,0.378592615467425,-0.00355555883028482,-0.00162843517717005,0.00686504905151359,-0.00356450448685355,0.0036065551582072,-0.0212381874663284,3.45176702738147e-05,0.0329891412458528,-0.0154521427438093,0.0180370225381345,-0.0237361634485081,-0.0181673852505246,0.0363926745464893,-0.02188775254313,0.054594336073624,-0.0411750427540147,-0.0103943117814262,0.0453708457491856,-0.0179479096932426,0.0245150567082562,-0.000591593442854293,-0.000594472594994033,0.0030831677994208,-0.000592559921879383,-0.000694619976058316,-0.438952591888968,-0.286301470846716,0.747474555771419,-0.383639405155257,0.625536408798487,-3910.51101161903
-0.253986411805934,-0.0711291658130072,0.0764381603836393,-0.057876686665422,0.234023623987201,-0.428854584317801,0.0254068333070248,0.537835437070862,-0.259480610576155,0.396986504632451,-0.359305356747234,-0.257718007629835,0.756193638674926,-0.28227144588289,0.0964319169067489,-0.0993659458341009,-0.00323140913781421,0.0611452770689049,-0.0325338616186969,0.208178312661456,-0.22767824866794,-0.0760893375962653,0.257829646069434,-0.0948122912748768,0.316450600415004,-0.296404897669549,0.0427601491993789,0.349184475225388,-0.270763231046936,0.338033113165236,-0.0488165473556894,-0.0039156720150546,0.0624520951843207,-0.0623937661821609,0.0623835435828737,-0.292040086294831,0.243201933975469,-0.0201070360770917,-0.0337878667555218,-0.0130052470760516,-0.000858928549630672,-0.000903131120880525,0.00676187032979676,-0.000872109397867718,-0.00304035901197585,-0.00296117832762019,0.00745767954387366,0.000530963132933874,0.00760114530906666,-0.00869006575218042,-0.066275868487617,-0.0362790813574343,0.0518557958739817,-0.0709907084767299,0.0864189275754513,0.0136148389896832,0.0285545449357089,0.0886663379087334,-0.0522798029484983,-0.0528280985338997,-0.022080478521627,0.0399566155549186,-0.0295734940043842,-0.0121255499873606,0.0317579803797634,-0.110122823001121,0.0564620962212043,0.000545436947243835,-0.11845339221695,0.0678072452571337,-0.070565141775608,-0.012368806238714,0.14869116341284,-0.0195372198671114,-0.0362026846103138,-0.061104314813714,0.00232113740165285,0.0707362467348939,-0.0652116336490381,0.0125264317490993,-0.278440223763741,-0.174661235044648,0.456059674987127,-0.219983908314161,0.601143198931259,-0.0110605431196363,-0.00130140818605464,0.0210978504871535,-0.0113894492145471,0.00663048504847487,-0.0403707854715778,0.0697517956984604,0.0257079340976976,-0.0108459593886627,-0.0182069522052313,-0.00470919354653525,0.0165358225766727,-0.0477543316282624,0.00219566256261332,0.0945145573619671,-0.0882305794370202,0.0657979139014487,-0.0221421650999586,0.0328100959826878,-0.0701214193797771,-0.00181845163864381,-0.00192582568244442,0.0138151391620903,-0.00185353849032657,-0.00584956085560727,-0.708372865194607,0.0166271765668561,0.704176668769901,-0.445231743223475,0.680898932654417,-3863.01447272441
-0.324552486676749,-0.184632314601756,0.064659116533967,0.0107545052757586,0.224203739133805,-0.485895807152543,0.0555937733965328,0.519448300697351,-0.208867307699366,0.43349818693091,-0.260561598160087,-0.509114199626694,0.695547122939971,-0.204540059416139,-0.0544954469650822,-0.0975463174946077,-0.0180015614731495,0.0625069649249208,0.0121269048752351,0.26185093236306,-0.240247520860946,-0.141035975454853,0.296324019825022,-0.0236641748814807,0.341213521957864,-0.294787965323102,0.0713008277574258,0.360735013567675,-0.293910691105665,0.311573505228286,-0.0660232799207089,-0.0157466129890547,0.0868698144789095,-0.102899704716266,0.10545224790643,-0.401054036886524,0.322741566192239,-0.156615376462412,0.0487411528007425,-0.0822730667194458,-0.00147854453333005,-0.00182527989975961,0.0130498387853849,-0.00154337266180419,-0.00615725440461429,-0.00514426514990933,0.0147547643595692,7.90989321308693e-05,0.0159415777130849,-0.0178973281722511,-0.0805892606670009,-0.081535005842533,0.0351174827248872,-0.105802556276,0.142842933705331,0.0545259313477727,0.0513134179087347,0.126772301959663,-0.085308524405892,-0.106170199627386,-0.0382776433781221,0.0771539565723658,-0.0622070824341431,-0.0205324124352748,0.0583002411339021,-0.12124177881098,0.0512802367044342,-0.0644763800824241,-0.16798690070337,0.0667180407845721,-0.118588032050513,-0.0313512115371317,0.246337100408209,-0.0226617025220598,-0.0628694392731771,-0.0812756823185431,-0.0116243758325156,0.0821249397200455,-0.103698204493395,0.019698301297414,-0.244880248106392,-0.229713864069255,0.521508899987716,-0.168382876054767,0.663440363695191,-0.0190970062467548,-0.00503834677837209,0.0399561125862684,-0.0209576278349987,0.0123076525763419,-0.0534884534128881,0.119407382192595,0.0190472989757234,-0.00249970337835152,-0.0382864263968369,0.0363519330487595,0.00430482139717237,-0.106473245469582,0.0362545984074344,0.138384138687722,-0.122958843020706,0.0830890291850947,-0.102326796164377,0.0943621215422596,-0.122932109334984,-0.0031390768319816,-0.00389072078974564,0.0263029012437319,-0.0033156682264346,-0.0114506277557833,-0.794402165334144,-0.0365542048239666,0.714698109356057,-0.412156803594534,0.71075520411882,-3840.39932427397
-0.420829554386944,-0.303236413843356,0.0455836480372328,0.0412683612539155,0.249038981842708,-0.529940732315538,0.150833919125243,0.549416713021466,-0.179916217900004,0.423512096722927,-0.0281115732189713,-0.816496931003201,0.488076678029085,-0.218967392250594,-0.147068486726051,-0.0765220394652663,-0.0108199717091469,0.143414693986851,0.0633764899707501,0.271563026222789,-0.224927698413201,-0.174923506638584,0.386586368486651,0.0394190726105646,0.324421264167009,-0.248327426688839,0.155006364838836,0.359939277880446,-0.379437371803896,0.293073816540084,-0.0890572166496442,-0.0195277257798421,0.130296541935798,-0.180658548803872,0.165902330668422,-0.567527063354073,0.414502986537193,-0.113445356027638,0.0628890729844043,-0.208856433642714,-0.00257604933856215,-0.00345438497789407,0.0243320105540281,-0.00280104160489435,-0.0116777078211426,-0.0089433922505979,0.0282230058104825,-0.000240314983459841,0.0306929788134338,-0.0348260616567872,-0.0965870973458556,-0.131971679907255,0.0336918288791937,-0.183136208168726,0.202513841974223,0.132734684554094,0.102302987393617,0.16656846752754,-0.149783955653145,-0.177829143222578,-0.0658526567936417,0.145511740988044,-0.114360179479746,-0.0380076852173074,0.100626546904974,-0.125075209133487,0.0477045059418004,-0.0727461327655037,-0.29660444946801,0.0264723143766278,-0.199666311981217,-0.0550585895766388,0.383367036381196,-0.0350179318598254,-0.078148450121146,-0.109049170567989,-0.019159722899238,0.107438008547244,-0.18709431258877,0.0277446874699117,-0.135785139645612,-0.200520829890594,0.437127191652609,-0.093349098318759,0.77695291776858,-0.0330882845739821,-0.0120764683325838,0.0762104858492788,-0.0401369258421792,0.0234500368065769,-0.0725113985562698,0.196899916679556,0.0275625873449247,-0.00162974481876627,-0.0591214037953258,0.11745128884709,-0.0236540935718372,-0.114941184812538,0.0733556892289178,0.165281002501837,-0.176848430390812,0.105417632405425,-0.162713425895933,0.148337053903791,-0.199845236962974,-0.00547668878216499,-0.00726673108587925,0.0484412952460258,-0.00608276460485668,-0.0211181073827711,-0.845686252733776,0.00779457796917805,0.811717978008614,-0.532821618630676,0.734252018836632,-3817.29020146196
-0.619892768644529,-0.440965049238901,0.0262467822383052,0.0678958456711209,0.280564209070266,-0.60403633306894,0.344180215623406,0.597704016061811,-0.127911827906543,0.452685905550702,0.46233204590156,-1.30074328423513,0.0690632696313546,-0.3239839628197,-0.285666720760417,-0.0245225169172567,0.0423245066438128,0.279931610414813,0.168477079847298,0.300522071174303,-0.176204838098114,-0.153831506354749,0.446138217461984,0.146062416144682,0.357011209492307,-0.141765052157018,0.321030793025628,0.491407052900959,-0.555873701345697,0.182770087198522,-0.133946961342379,-0.00498974931314343,0.188839232581138,-0.33959962654182,0.295168990134601,-0.905851741468913,0.566214472259371,-0.188953459390919,0.0315492565469921,-0.100405147223304,-0.0049561263682522,-0.00695002786697123,0.0483465297979585,-0.00552082249001118,-0.0232140903306708,-0.0171382132791071,0.0575276546845677,-0.000775320290697123,0.0624436898691824,-0.0712558784948632,-0.129178380534183,-0.200886393562179,0.0389210091901726,-0.345088608813803,0.292236827967243,0.30035777974408,0.221980639358215,0.190067413935,-0.284517029556105,-0.277931365793991,-0.124068197110346,0.293384159874927,-0.222378119851411,-0.0753636192929029,0.186994060137266,-0.126213871391152,0.0546714382271209,-0.200863632875707,-0.569796361140005,0.0765918053206948,-0.369853478713125,-0.0893451103878176,0.590752687580761,-0.0585706494188884,-0.049961637422904,-0.165385381709472,-0.0104498203722565,0.125268974735161,-0.361562956154956,0.0586231240120324,0.104699659945906,-0.0463541504431439,0.50268826525197,0.0639977760105166,0.67342478668701,-0.062987422269661,-0.0272974694869785,0.148068915855384,-0.0821180142106466,0.0551390917192355,-0.11030516538505,0.344415826847933,0.01123544614598,-0.00455504089051179,-0.0366439013019184,0.295204841934842,-0.0890510986251581,-0.150986655839486,0.142075348427174,0.272761472123891,-0.289813148850278,0.148124682700581,-0.26497787341508,0.224567219986073,-0.296648107053702,-0.0105840130758407,-0.014362356741953,0.0958949125815314,-0.0120930239420109,-0.0415379055048174,-0.924246283279515,0.224670730812142,0.992743060985288,-0.841280628592447,0.847395783899494,-3792.954293959
-0.789586251741037,-0.443535891003273,0.103673032089181,0.122953499797975,0.161018048351007,-0.664389300276657,0.369395085697419,0.543935039699081,-0.01532813297725,0.634296338536916,0.806218288355047,-1.56732166451705,-0.049663542768272,-0.358317400992608,-0.557234209692743,0.0189182813031896,0.108786144278657,0.32533500817518,0.280161371007725,0.338857253705261,-0.134429549706484,-0.0713210308049567,0.473902418511543,0.25806809673944,0.319582510880623,-0.070911182454452,0.347146899109545,0.512253205825602,-0.621482122866918,0.262423732358796,-0.167853322779723,0.0281254796679623,0.226786611112325,-0.451169363467103,0.363322011005058,-1.16074039497118,0.573617791611333,-0.130653152271476,0.0343571363752958,0.0402512516708415,-0.00695615635269413,-0.00987493752822379,0.0678291341440844,-0.00772189975085622,-0.032346517903575,-0.0240248764831634,0.0817447021251856,-0.000300686093020984,0.0889954477569957,-0.102000919181288,-0.159470700277391,-0.219369318138722,0.0952133376318691,-0.454778819567755,0.269180740309073,0.43153731275223,0.322557253934272,0.161944613675413,-0.383392920042845,-0.315395688397341,-0.170882610791751,0.41318701507889,-0.300156412861246,-0.103089272638358,0.245289117560535,-0.123726570626214,0.048574424751262,-0.246082230000617,-0.751093617808183,0.067045035149984,-0.505670725938383,-0.100788780792017,0.682567948049412,-0.0665118249568579,0.0127906838141595,-0.211847980298223,0.0177288809400074,0.137144870594614,-0.482807904779766,0.0496838668981625,0.274930704435099,0.112232654654775,0.443721511156506,0.234742523787733,0.638724090961707,-0.0875166148972433,-0.0407434379451511,0.203438084193874,-0.11604403650866,0.0856174130843729,-0.137802210836658,0.425137274324926,0.000500363544000937,-0.000714293935987475,0.0173845586182505,0.443899997418087,-0.156682589007629,-0.150832541387186,0.206166191173691,0.343951863212915,-0.381947366112844,0.158046025101461,-0.254886204599812,0.277765585879992,-0.376748942510278,-0.014972058481042,-0.0200737926179272,0.135093956193366,-0.016974527842235,-0.0582277923548159,-1.00176706993532,0.378615326697955,1.1284127500081,-0.965416514676497,0.963882440280617,-3771.74993142781
-1.0491491883715,-0.375041091785758,-0.0699343744977051,0.24478101989806,0.222136067728563,-0.771445982269771,0.274004461419579,0.729069738341584,0.222681277531882,0.659120884606769,1.21545368057359,-1.85408972148424,-0.24846435393612,-0.344766974595023,-0.886297630035397,0.0796725756698117,0.21667918152644,0.317359411528009,0.470755802271051,0.416620141524906,-0.084753661955017,0.0684258278296425,0.44030391060087,0.44027714989259,0.3000840159953,-0.00278368050001851,0.28172807178819,0.600069036643965,-0.629766278361164,0.353977898550356,-0.21433664467297,0.092002964707102,0.258833604564359,-0.595657580074653,0.439236881442335,-1.49695415674285,0.516799908743438,-0.0058674563797063,0.0883853956394499,0.221198252604499,-0.00995232713237688,-0.014239177000367,0.0965620979848748,-0.0109237809805566,-0.045778270471488,-0.0343369639028894,0.117342718406183,0.00101039334447785,0.12860230823176,-0.14767788571159,-0.207638304133893,-0.218327635258302,0.141026068340467,-0.590197026047947,0.228043107940677,0.612998599038389,0.463977057114644,0.0791739454734679,-0.516071493860984,-0.322800125649722,-0.238414563745905,0.586439125453879,-0.405238472033674,-0.140547444599109,0.31947142108191,-0.114982284524479,0.0247604034478408,-0.304549855640094,-0.968999825297373,0.0247130571922077,-0.700290112339975,-0.101965478116136,0.730178583155842,-0.0654837282215518,0.145940074109361,-0.280390116983202,0.0738310519535124,0.101666190950455,-0.636547005359493,0.0475498369363724,0.458929101681102,0.306786489143236,0.363291592915361,0.515645792146237,0.625596388711993,-0.123424369079976,-0.0607733794019099,0.280809387778569,-0.165077532275066,0.133002100737774,-0.172890745429261,0.511758692116737,-0.00450256991083752,0.0134143677975515,0.102423442978701,0.666509655665423,-0.251024652304643,-0.105801191743679,0.311454067712138,0.376342075576458,-0.512175021171845,0.155545735338916,-0.233570827270365,0.356642299793552,-0.450289666436898,-0.0216627240383051,-0.0283475905326455,0.193056520286257,-0.0240808772757438,-0.0828414013330078,-1.15741105609942,0.533254055393811,1.26165485467624,-1.00447469073328,1.16854658843896,-3746.52438462292
